_id;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
878;1;0;0;1;1;0;1;0;0;1;1;0,28612215824344195;;439,0;439,0;944,0;885,0;482,0;439,0;944,0;482,0;885,0;956,0;944,0;885,0;482,0;439,0;944,0;482,0;482,0;439,0;944,0;885,0;482,0;956,0;944,0;482,0;482,0;956,0;170,0;482,0;482,0;956,0;944,0;885,0;885,0;439,0;170,0;482,0;885,0;956,0;944,0;885,0;482,0
879;0;0;1;0;1;1;0;0;0;0;0;0,26058339190634866;;;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0;;;634,0;634,0
880;1;1;1;0;1;0;0;0;1;1;0;0,39009485941553207;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0;626,0;;626,0;626,0
881;1;1;0;0;1;1;1;1;0;0;1;0,2991253644100296;;644,0;866,0;761,0;913,0;913,0;866,0;761,0;913,0;913,0;866,0;761,0;913,0;913,0;866,0;761,0;913,0;913,0;866,0;761,0;913,0;913,0;866,0;761,0;913,0;913,0;866,0;202,0;913,0;913,0;866,0;761,0;913,0;913,0;866,0;761,0;913,0;913,0;866,0;761,0;913,0;913,0
882;1;0;0;0;0;0;1;0;1;1;1;0,4319551739915576;;312,0;841,0;793,0;503,0;340,0;161,0;774,0;216,0;216,0;281,0;774,0;216,0;221,0;281,0;774,0;;216,0;161,0;774,0;;340,0;161,0;793,0;304,0;503,0;161,0;774,0;;304,0;161,0;793,0;304,0;655,0;161,0;793,0;304,0;655,0;161,0;793,0;304,0;304,0
883;1;0;0;0;0;1;1;0;0;0;0;0,28087670930899616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
884;0;0;0;0;0;0;1;0;0;0;0;0,26389345678269016;;;;224,0;;;;224,0;;;;224,0;;;;224,0;;;;224,0;;;;224,0;;;;224,0;;;;224,0;;;;224,0;;;;224,0;;
885;1;0;0;0;1;0;0;0;0;1;0;0,2866716866703705;;;;527,0;878,0;777,0;;527,0;578,0;878,0;;527,0;878,0;578,0;;527,0;578,0;578,0;;527,0;878,0;578,0;;527,0;578,0;578,0;;527,0;578,0;578,0;;527,0;878,0;878,0;;527,0;578,0;878,0;;527,0;878,0;578,0
886;1;0;1;0;0;0;1;1;1;0;0;0,4690301341926377;;;;;;827,0;;;;572,0;;;;550,0;;;;767,0;38,0;965,0;;896,0;;965,0;;929,0;;965,0;;939,0;;;;827,0;;965,0;;550,0;;;;562,0
887;1;1;0;1;1;1;1;1;1;0;0;0,4075172004782096;596,0;596,0;596,0;596,0;869,0;869,0;596,0;596,0;596,0;937,0;596,0;596,0;596,0;869,0;596,0;70,0;869,0;596,0;320,0;596,0;596,0;596,0;596,0;596,0;869,0;596,0;320,0;596,0;310,0;596,0;596,0;596,0;596,0;596,0;596,0;596,0;869,0;937,0;596,0;596,0;869,0;310,0
888;0;0;0;0;0;1;0;0;1;1;0;0,4267459587541156;;;;737,0;;350,0;;792,0;;;;;;;;;;800,0;;;800,0;800,0;;;;;;767,0;800,0;5,0;;787,0;727,0;5,0;;597,0;727,0;757,0;;;;
889;1;1;0;1;0;1;1;1;1;1;0;0,4808518678455481;;745,0;396,0;;;842,0;396,0;;842,0;383,0;396,0;;780,0;383,0;396,0;;598,0;309,0;396,0;;;309,0;;;;637,0;572,0;;842,0;383,0;;;842,0;939,0;396,0;;;896,0;396,0;;842,0;842,0
890;0;0;1;1;1;1;1;0;0;0;0;0,2600656403809077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
891;0;1;1;0;0;0;1;0;0;1;0;0,2953049745131054;;470,0;;470,0;;;;491,0;;;470,0;491,0;;;;470,0;;;;470,0;;;;470,0;;;;491,0;;;;470,0;;;;470,0;;;;470,0;;
892;1;1;0;0;1;0;1;1;1;0;0;0,4041926692841884;582,0;582,0;320,0;582,0;582,0;582,0;320,0;582,0;582,0;582,0;582,0;211,0;582,0;582,0;582,0;582,0;582,0;582,0;582,0;946,0;582,0;582,0;582,0;211,0;582,0;582,0;582,0;582,0;582,0;582,0;582,0;582,0;582,0;582,0;320,0;946,0;582,0;582,0;320,0;946,0;582,0;582,0
893;0;0;0;0;1;0;0;0;1;1;1;0,39223529193504425;308,0;266,0;266,0;266,0;308,0;266,0;266,0;266,0;308,0;308,0;266,0;266,0;266,0;308,0;266,0;540,0;308,0;308,0;266,0;266,0;308,0;308,0;266,0;266,0;308,0;308,0;266,0;266,0;308,0;308,0;266,0;266,0;308,0;308,0;266,0;266,0;308,0;308,0;266,0;266,0;308,0;266,0
894;1;0;0;1;0;0;0;1;0;0;0;0,3181325868801486;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;814,0;838,0;471,0;471,0;405,0;471,0;471,0;471,0;471,0;471,0;471,0;405,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;471,0;405,0;471,0;471,0;471,0;814,0
895;0;0;1;0;0;0;1;0;0;0;0;0,2759574271397674;;;;;491,0;470,0;;;470,0;491,0;;;491,0;470,0;;;491,0;491,0;;;470,0;491,0;;;470,0;491,0;;;470,0;470,0;;;470,0;491,0;;;470,0;470,0;405,0;;470,0;470,0
896;1;0;1;1;1;0;1;1;1;1;1;0,4874428350471088;;434,0;670,0;244,0;873,0;873,0;434,0;434,0;659,0;659,0;139,0;434,0;;659,0;763,0;768,0;659,0;873,0;434,0;244,0;;886,0;768,0;244,0;;659,0;139,0;434,0;873,0;873,0;768,0;434,0;;811,0;670,0;768,0;873,0;889,0;434,0;768,0;;659,0
897;0;0;1;0;1;1;0;1;0;1;0;0,3661594901064665;;902,0;500,0;;81,0;81,0;;;808,0;834,0;500,0;;81,0;834,0;;;797,0;81,0;;;834,0;834,0;;;797,0;808,0;;;834,0;834,0;;;834,0;81,0;;;834,0;834,0;;;808,0;81,0
898;0;0;0;0;1;0;1;0;0;0;0;0,2458925481663384;;872,0;587,0;587,0;;;587,0;872,0;;;587,0;872,0;;;872,0;587,0;;;872,0;872,0;;;587,0;872,0;;;872,0;872,0;;;872,0;587,0;;;587,0;587,0;;;587,0;587,0;;
899;1;0;0;1;1;0;1;1;1;1;1;0,4721625524887876;;458,0;458,0;194,0;;966,0;458,0;194,0;966,0;609,0;458,0;194,0;609,0;927,0;458,0;194,0;609,0;609,0;458,0;194,0;;927,0;458,0;458,0;609,0;966,0;458,0;194,0;609,0;104,0;458,0;458,0;;966,0;458,0;194,0;;609,0;458,0;194,0;609,0;102,0
900;1;1;1;0;1;0;1;1;1;0;0;0,4190194732314696;;712,0;712,0;712,0;;;712,0;712,0;;;712,0;947,0;;445,0;947,0;947,0;;;712,0;712,0;;;412,0;582,0;;;712,0;947,0;;;947,0;712,0;;;947,0;582,0;;;582,0;947,0;;
901;1;1;1;0;1;1;1;0;0;0;1;0,2531933735900806;172,0;172,0;172,0;172,0;172,0;172,0;867,0;867,0;172,0;172,0;867,0;867,0;172,0;172,0;867,0;867,0;172,0;172,0;867,0;867,0;172,0;172,0;867,0;867,0;172,0;172,0;172,0;867,0;172,0;172,0;172,0;867,0;172,0;172,0;867,0;948,0;172,0;172,0;172,0;172,0;172,0;172,0
902;0;1;1;0;1;1;0;1;0;1;1;0,34148598897851234;;897,0;855,0;156,0;375,0;953,0;855,0;857,0;875,0;375,0;307,0;156,0;375,0;375,0;855,0;156,0;686,0;375,0;307,0;156,0;375,0;375,0;857,0;857,0;875,0;686,0;307,0;156,0;375,0;375,0;855,0;156,0;375,0;375,0;855,0;857,0;375,0;375,0;855,0;156,0;375,0;375,0
903;0;0;0;0;1;1;1;0;0;1;1;0,2952819161580821;747,0;747,0;747,0;747,0;747,0;747,0;747,0;34,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;34,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0;747,0
904;1;0;0;1;0;0;1;0;0;0;0;0,26458350267155456;;;226,0;;;;226,0;;;;226,0;;;;226,0;;;;226,0;;;;226,0;;;;226,0;;;;226,0;;;;226,0;;;;226,0;;;
905;1;0;1;1;1;0;0;1;0;1;0;0,35591149075547984;;;842,0;780,0;973,0;585,0;842,0;842,0;269,0;585,0;842,0;842,0;585,0;585,0;780,0;780,0;973,0;973,0;;780,0;269,0;973,0;842,0;842,0;585,0;585,0;842,0;780,0;269,0;973,0;842,0;780,0;585,0;269,0;780,0;780,0;973,0;269,0;842,0;842,0;269,0;973,0
906;0;0;1;1;0;1;0;0;1;0;0;0,3844031998376497;;177,0;338,0;177,0;290,0;962,0;338,0;177,0;290,0;962,0;;177,0;962,0;290,0;338,0;177,0;290,0;290,0;118,0;177,0;290,0;290,0;338,0;338,0;962,0;290,0;118,0;177,0;290,0;962,0;338,0;177,0;290,0;290,0;338,0;177,0;290,0;962,0;;177,0;962,0;290,0
907;0;0;0;1;0;1;0;0;0;1;0;0,3013781601480963;;;;;;;;;;;178,0;;;;;;;;;;;;729,0;;;;;;;;;;;;178,0;;;;;;;
908;0;0;1;0;1;0;0;1;0;0;0;0,3101322087351868;;814,0;;407,0;;;;407,0;;;;407,0;;;;407,0;;;;407,0;;;;407,0;;;;407,0;;;;407,0;;;;407,0;;;;407,0;;
909;1;0;0;1;1;1;0;0;0;0;1;0,24962466337728625;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;529,0;368,0;529,0;529,0;529,0;368,0;529,0;529,0;529,0;529,0;100,0;529,0;529,0;529,0;529,0;529,0;529,0
910;1;1;1;1;0;1;0;1;1;0;1;0,43789702396661295;;789,0;132,0;864,0;;419,0;132,0;864,0;847,0;419,0;355,0;864,0;419,0;186,0;355,0;864,0;560,0;179,0;638,0;864,0;;419,0;355,0;864,0;501,0;560,0;355,0;864,0;806,0;632,0;132,0;864,0;419,0;385,0;355,0;864,0;632,0;179,0;638,0;864,0;632,0;632,0
911;0;1;0;1;0;1;0;0;1;1;1;0,3923895360213361;;817,0;742,0;605,0;605,0;519,0;605,0;605,0;266,0;605,0;605,0;444,0;519,0;266,0;605,0;444,0;519,0;605,0;605,0;817,0;266,0;605,0;850,0;444,0;266,0;605,0;850,0;605,0;605,0;605,0;605,0;817,0;605,0;605,0;249,0;605,0;605,0;266,0;605,0;444,0;519,0;605,0
912;1;1;0;1;0;0;0;1;1;0;0;0,4112253494647463;818,0;818,0;5,0;818,0;818,0;818,0;818,0;58,0;818,0;818,0;818,0;5,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;5,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;818,0;5,0;5,0;818,0;818,0;818,0;5,0;818,0;818,0
913;1;0;0;1;0;0;0;0;0;1;0;0,2992270211251474;;;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0;;316,0;881,0;881,0
914;0;0;0;1;0;0;1;0;1;0;0;0,3661888513091222;834,0;834,0;834,0;834,0;834,0;834,0;834,0;932,0;834,0;81,0;834,0;834,0;834,0;797,0;834,0;834,0;834,0;834,0;834,0;834,0;797,0;81,0;834,0;834,0;834,0;834,0;834,0;834,0;81,0;797,0;834,0;834,0;797,0;834,0;239,0;932,0;81,0;808,0;834,0;834,0;834,0;834,0
915;0;0;1;0;1;0;1;1;0;1;0;0,3623441715030254;;962,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916;1;0;1;0;1;1;1;0;0;1;0;0,3162835674667946;;706,0;706,0;56,0;;;706,0;323,0;;;706,0;934,0;;;;934,0;;;706,0;323,0;;;;934,0;;;706,0;;;;706,0;;;;934,0;;;;706,0;934,0;;
917;1;1;1;0;1;0;1;1;0;0;0;0,30191075842278026;;;;;;;;232,0;;;232,0;232,0;;;;232,0;;;;;;;;;;;232,0;232,0;;;;232,0;;;;232,0;;;;232,0;;
918;1;0;1;0;1;0;1;1;1;1;1;0,49598729552097903;;105,0;105,0;284,0;;355,0;670,0;284,0;682,0;731,0;670,0;284,0;;590,0;105,0;670,0;;19,0;435,0;284,0;;105,0;927,0;670,0;670,0;259,0;413,0;284,0;590,0;210,0;927,0;284,0;670,0;590,0;284,0;927,0;;590,0;670,0;670,0;590,0;590,0
919;1;0;0;0;1;1;0;0;0;1;0;0,2965816737872719;;;;;;;;;;;;;;;;;;;;;;;;568,0;;;;;;;;568,0;;;;;;;;568,0;;
920;1;1;1;1;1;1;0;1;1;1;1;0,4646306240342122;443,0;443,0;488,0;443,0;443,0;443,0;488,0;443,0;443,0;443,0;488,0;488,0;443,0;443,0;488,0;488,0;443,0;443,0;488,0;488,0;443,0;443,0;443,0;663,0;443,0;443,0;488,0;488,0;443,0;443,0;488,0;923,0;443,0;443,0;488,0;923,0;443,0;443,0;488,0;923,0;443,0;443,0
921;1;0;1;1;1;0;1;1;1;1;1;0,4874428350471088;;244,0;768,0;434,0;;690,0;139,0;768,0;;690,0;768,0;768,0;;859,0;768,0;434,0;;197,0;139,0;434,0;;659,0;434,0;768,0;659,0;136,0;434,0;244,0;;659,0;434,0;768,0;;859,0;139,0;434,0;;873,0;139,0;434,0;873,0;690,0
922;1;1;1;0;0;1;0;0;0;1;1;0,3067105138107465;710,0;710,0;710,0;260,0;710,0;710,0;260,0;710,0;710,0;367,0;710,0;710,0;424,0;367,0;710,0;710,0;710,0;710,0;313,0;710,0;710,0;710,0;260,0;710,0;710,0;367,0;260,0;710,0;710,0;367,0;260,0;710,0;710,0;367,0;710,0;710,0;424,0;367,0;260,0;710,0;710,0;710,0
923;1;1;1;1;1;1;0;0;1;1;0;0,3933799941724503;;94,0;437,0;372,0;35,0;35,0;437,0;94,0;35,0;35,0;372,0;437,0;35,0;35,0;372,0;437,0;35,0;35,0;437,0;94,0;35,0;35,0;94,0;437,0;35,0;35,0;437,0;372,0;35,0;35,0;372,0;920,0;35,0;35,0;437,0;920,0;35,0;35,0;372,0;920,0;35,0;35,0
924;0;0;1;0;0;1;0;0;1;1;0;0,4417866289550723;;166,0;166,0;;703,0;703,0;60,0;166,0;703,0;703,0;60,0;133,0;951,0;703,0;166,0;;703,0;951,0;166,0;;951,0;703,0;166,0;940,0;951,0;951,0;166,0;940,0;951,0;951,0;60,0;940,0;951,0;703,0;166,0;940,0;951,0;703,0;166,0;940,0;703,0;703,0
925;0;1;0;0;1;1;0;0;0;1;0;0,2671134766564093;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0;;856,0;856,0;856,0
926;0;1;0;0;0;1;1;0;0;1;0;0,2925549842298089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
927;1;1;1;0;1;0;1;1;1;1;0;0,4690391739584309;;;515,0;;;159,0;515,0;;;784,0;515,0;;;899,0;211,0;515,0;;939,0;515,0;515,0;;899,0;918,0;;;784,0;515,0;515,0;;776,0;918,0;;;584,0;232,0;918,0;;25,0;280,0;;;784,0
928;1;1;1;0;1;1;0;0;1;0;0;0,35394654375196466;;496,0;;343,0;;;;;;;;343,0;;;;459,0;;;;343,0;;;478,0;;;;478,0;;;;;;;;;343,0;;;478,0;459,0;;
929;1;1;1;1;0;0;0;1;1;1;1;0,47629816967195204;;259,0;971,0;971,0;;663,0;971,0;615,0;865,0;418,0;971,0;778,0;865,0;865,0;971,0;615,0;865,0;413,0;971,0;778,0;865,0;865,0;971,0;778,0;865,0;886,0;971,0;971,0;188,0;259,0;971,0;615,0;;413,0;971,0;778,0;865,0;865,0;971,0;778,0;188,0;865,0
930;1;0;1;0;0;1;0;0;0;0;0;0,286919957698174;;;;766,0;511,0;578,0;;766,0;511,0;511,0;;766,0;511,0;511,0;;205,0;511,0;511,0;;766,0;511,0;511,0;;766,0;511,0;511,0;;766,0;162,0;511,0;;766,0;511,0;511,0;;766,0;511,0;511,0;;205,0;511,0;78,0
931;0;1;0;0;0;0;0;0;0;1;1;0,2763816249086947;;92,0;571,0;124,0;212,0;91,0;571,0;124,0;442,0;442,0;571,0;124,0;91,0;91,0;571,0;124,0;91,0;212,0;571,0;124,0;91,0;91,0;571,0;124,0;91,0;91,0;571,0;124,0;91,0;212,0;571,0;124,0;91,0;212,0;571,0;124,0;91,0;91,0;571,0;124,0;212,0;91,0
932;0;0;0;1;0;0;1;0;1;1;1;0,41440031887532186;;337,0;337,0;136,0;495,0;576,0;136,0;914,0;495,0;576,0;136,0;337,0;576,0;576,0;337,0;136,0;576,0;576,0;136,0;80,0;495,0;576,0;337,0;337,0;24,0;24,0;136,0;337,0;24,0;495,0;337,0;80,0;576,0;495,0;337,0;914,0;576,0;576,0;136,0;337,0;24,0;24,0
933;1;0;0;0;1;0;1;0;1;0;1;0,3608937295092972;723,0;754,0;754,0;723,0;109,0;109,0;754,0;312,0;109,0;109,0;754,0;723,0;241,0;109,0;754,0;723,0;109,0;109,0;754,0;723,0;754,0;723,0;754,0;723,0;723,0;754,0;754,0;723,0;207,0;109,0;754,0;723,0;109,0;109,0;754,0;723,0;241,0;207,0;801,0;723,0;723,0;109,0
934;1;0;1;0;1;1;1;0;1;1;1;0,43548946220713497;772,0;772,0;577,0;577,0;772,0;772,0;772,0;772,0;772,0;870,0;772,0;916,0;870,0;772,0;772,0;916,0;772,0;772,0;772,0;772,0;772,0;772,0;772,0;916,0;772,0;772,0;772,0;772,0;772,0;772,0;772,0;772,0;772,0;772,0;916,0;772,0;772,0;772,0;772,0;916,0;772,0;772,0
935;1;1;1;0;0;1;0;0;1;0;0;0,3759145241708353;;;722,0;751,0;;;722,0;751,0;;;722,0;;;;722,0;751,0;;;722,0;751,0;;;722,0;751,0;;;722,0;751,0;;;722,0;751,0;;;722,0;751,0;;;722,0;751,0;;
936;0;0;0;0;0;1;1;0;0;1;0;0,3153863022560931;480,0;643,0;;480,0;;;;480,0;;;;480,0;;;;480,0;;;;480,0;;;;480,0;;;;480,0;;;;363,0;;;;480,0;;;;480,0;;
937;0;0;1;0;1;0;0;0;1;1;1;0,4069230413843982;;394,0;576,0;613,0;629,0;514,0;576,0;613,0;;887,0;576,0;613,0;629,0;629,0;576,0;613,0;514,0;629,0;308,0;613,0;514,0;300,0;576,0;613,0;514,0;629,0;749,0;613,0;514,0;629,0;576,0;613,0;514,0;629,0;595,0;613,0;;887,0;749,0;613,0;514,0;514,0
938;1;1;0;1;1;1;1;0;0;0;0;0,23558002887102344;;;;;;;;;;;;;;;;694,0;;;;;;;;;;;;;;;;694,0;;;;;;;;;;
939;0;0;1;0;1;0;0;1;1;1;1;0,4786909745038085;;46,0;492,0;839,0;;418,0;492,0;839,0;413,0;74,0;492,0;839,0;418,0;418,0;492,0;839,0;413,0;927,0;416,0;839,0;;413,0;492,0;839,0;;418,0;492,0;839,0;413,0;886,0;492,0;839,0;413,0;889,0;492,0;839,0;;352,0;492,0;839,0;418,0;413,0
940;0;0;1;0;0;1;0;0;0;1;1;0,3218397469791586;448,0;448,0;448,0;448,0;448,0;448,0;448,0;448,0;448,0;448,0;222,0;448,0;448,0;448,0;448,0;448,0;448,0;448,0;222,0;448,0;448,0;448,0;448,0;924,0;448,0;448,0;448,0;924,0;448,0;448,0;222,0;924,0;448,0;448,0;448,0;924,0;448,0;448,0;222,0;924,0;448,0;448,0
941;1;1;1;0;1;1;1;1;0;1;1;0,3572218676073989;;185,0;74,0;185,0;440,0;440,0;74,0;185,0;440,0;440,0;567,0;663,0;440,0;440,0;185,0;775,0;440,0;440,0;185,0;172,0;440,0;440,0;185,0;185,0;440,0;440,0;567,0;185,0;440,0;440,0;185,0;185,0;440,0;440,0;567,0;794,0;440,0;440,0;185,0;185,0;440,0;440,0
942;1;1;1;1;1;0;0;0;0;1;0;0,2704151720271984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
943;1;1;0;0;0;1;1;1;0;1;1;0,3649698861744219;603,0;603,0;603,0;603,0;603,0;603,0;498,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;498,0;603,0;603,0;603,0;498,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0;498,0;603,0;603,0;603,0;603,0;603,0;603,0;603,0
944;1;0;0;1;1;0;1;0;0;0;0;0,24655128969622214;;;;878,0;;;;878,0;;;;878,0;;;;878,0;;;;878,0;;;;878,0;;;;578,0;;;;878,0;;;;578,0;;;;878,0;;
945;1;0;0;1;1;0;0;1;0;0;0;0,2979293216661976;;373,0;373,0;373,0;725,0;729,0;373,0;373,0;311,0;311,0;373,0;373,0;373,0;311,0;373,0;373,0;178,0;178,0;373,0;373,0;178,0;729,0;373,0;373,0;311,0;178,0;373,0;373,0;373,0;725,0;373,0;373,0;178,0;311,0;373,0;373,0;311,0;725,0;373,0;373,0;311,0;373,0
946;1;1;0;0;1;0;1;0;1;0;1;0,3363867463373228;;723,0;723,0;624,0;741,0;741,0;723,0;723,0;279,0;279,0;723,0;624,0;823,0;253,0;723,0;754,0;279,0;741,0;723,0;892,0;253,0;253,0;723,0;624,0;279,0;741,0;723,0;461,0;253,0;253,0;723,0;312,0;253,0;253,0;723,0;892,0;741,0;823,0;723,0;892,0;741,0;741,0
947;1;1;1;0;1;1;1;1;1;0;1;0,43074191339667656;;638,0;37,0;37,0;;503,0;823,0;182,0;221,0;993,0;37,0;900,0;503,0;993,0;900,0;900,0;;516,0;37,0;37,0;503,0;993,0;37,0;37,0;;839,0;37,0;900,0;;503,0;900,0;461,0;;304,0;900,0;74,0;;503,0;37,0;900,0;;577,0
948;1;1;1;0;1;0;1;0;0;0;0;0,24422979526869404;;646,0;493,0;646,0;;;493,0;;;;493,0;;;;493,0;;;;493,0;646,0;;;493,0;646,0;;;493,0;;;;493,0;;;;493,0;901,0;;;493,0;;;
949;1;1;0;0;0;0;0;0;0;0;0;0,2446149922092699;;616,0;652,0;;;;652,0;;;;876,0;876,0;;;652,0;652,0;;;;876,0;;;;;;;876,0;;;;876,0;;;;876,0;;;;876,0;;;
950;1;1;1;0;0;0;0;1;0;0;0;0,31541925174121715;;16,0;;157,0;;;157,0;16,0;;;157,0;157,0;;;157,0;157,0;;;16,0;157,0;;;;157,0;;;157,0;157,0;;;;157,0;;;838,0;157,0;;;16,0;157,0;;
951;0;0;1;1;0;1;1;0;1;1;1;0,4411236346913287;;466,0;755,0;17,0;;243,0;755,0;755,0;385,0;565,0;755,0;17,0;924,0;565,0;755,0;17,0;385,0;924,0;80,0;116,0;924,0;243,0;466,0;17,0;924,0;924,0;80,0;755,0;924,0;924,0;466,0;755,0;924,0;243,0;466,0;17,0;924,0;243,0;80,0;755,0;;243,0
952;1;0;0;0;0;0;0;1;1;0;0;0,4460203679236902;58,0;58,0;38,0;38,0;38,0;38,0;58,0;38,0;58,0;58,0;58,0;597,0;280,0;58,0;38,0;58,0;280,0;58,0;58,0;545,0;38,0;280,0;58,0;767,0;280,0;58,0;58,0;38,0;280,0;280,0;38,0;58,0;280,0;280,0;38,0;58,0;280,0;58,0;38,0;58,0;38,0;58,0
953;0;1;0;0;0;0;0;0;1;0;0;0,34211936805970955;;999,0;;999,0;;902,0;;7,0;;877,0;81,0;7,0;;16,0;;7,0;;694,0;81,0;7,0;;;81,0;7,0;;16,0;81,0;7,0;;;;999,0;;877,0;999,0;999,0;;877,0;81,0;999,0;;16,0
954;0;1;1;0;0;1;0;1;0;0;0;0,317634034153711;;725,0;;;237,0;813,0;;;813,0;813,0;;;813,0;813,0;;;813,0;813,0;;;813,0;813,0;;955,0;237,0;237,0;;;813,0;237,0;;955,0;813,0;237,0;;;813,0;813,0;;955,0;237,0;813,0
955;0;1;1;0;0;1;0;1;1;0;1;0,4370235766109252;179,0;179,0;179,0;179,0;179,0;560,0;179,0;873,0;186,0;632,0;179,0;179,0;632,0;179,0;179,0;179,0;179,0;632,0;179,0;179,0;560,0;632,0;179,0;954,0;847,0;632,0;179,0;179,0;179,0;560,0;179,0;954,0;847,0;632,0;179,0;873,0;186,0;186,0;179,0;954,0;847,0;806,0
956;1;0;0;0;1;0;1;0;0;1;0;0,2931560311901052;;;578,0;;;;578,0;;;;878,0;;;;578,0;;;;578,0;;;;878,0;;;;878,0;;;;878,0;;;;578,0;;;;878,0;;;
957;0;1;0;0;1;1;1;1;1;1;0;0,4563637620835685;;598,0;25,0;;;;25,0;;;;25,0;436,0;;;25,0;;;;25,0;;;;25,0;;;;25,0;436,0;;;25,0;;;;25,0;436,0;;;25,0;;;
958;0;0;0;1;1;0;0;0;1;1;0;0,38411601485441577;;;;617,0;;;;617,0;;;;617,0;;;86,0;617,0;;;;617,0;;;;617,0;;;;617,0;;;;617,0;;;;617,0;;;;617,0;;
959;1;0;0;0;0;0;1;0;1;1;1;0,4319551739915576;;281,0;281,0;774,0;304,0;982,0;281,0;793,0;304,0;304,0;161,0;793,0;;340,0;161,0;793,0;216,0;304,0;281,0;793,0;;304,0;281,0;161,0;216,0;340,0;281,0;793,0;304,0;870,0;281,0;774,0;;340,0;281,0;774,0;;304,0;281,0;774,0;;216,0
960;0;0;0;0;0;0;0;0;0;1;0;0,29848329444797994;786,0;786,0;786,0;786,0;786,0;786,0;786,0;786,0;786,0;373,0;786,0;792,0;786,0;786,0;786,0;792,0;786,0;786,0;786,0;792,0;786,0;786,0;786,0;792,0;178,0;786,0;786,0;792,0;786,0;178,0;786,0;792,0;786,0;786,0;786,0;792,0;786,0;786,0;786,0;792,0;786,0;786,0
961;0;0;0;0;1;1;0;0;1;1;0;0,4037291246934685;;737,0;737,0;973,0;737,0;549,0;737,0;973,0;737,0;549,0;737,0;973,0;737,0;737,0;737,0;973,0;737,0;737,0;737,0;737,0;549,0;549,0;737,0;269,0;549,0;737,0;737,0;269,0;737,0;549,0;737,0;973,0;549,0;549,0;737,0;737,0;549,0;737,0;737,0;269,0;737,0;737,0
